epoch,train_loss,train_acc,train_pos_acc,train_neg_acc,train_tp,train_fp,train_fn,train_tn,train_precision,train_recall,train_f1,val_loss,val_acc,val_pos_acc,val_neg_acc,val_tp,val_fp,val_fn,val_tn,val_precision,val_recall,val_f1,lr,weight_decay,pos_weight,saved_best_model
1,333.7848243171005,0.542769214522992,0.5747463820404071,0.5325447249733132,3934785.0,10008827.0,2911339.0,11402477.0,0.2821926628480483,0.5747463820404071,0.3785315022759308,93.01886846434395,0.36973817275220117,0.9988759649788884,0.17041723641902645,1736426.0,4551948.0,1954.0,935085.0,0.27613274910175506,0.9988759649788884,0.4326595782055859,5e-05,1e-06,5,1
2,289.3990978765262,0.536192749035758,0.6626144954429689,0.4957702249241802,4536341.0,10796217.0,2309783.0,10615087.0,0.2958632864783554,0.6626144954429689,0.40907218923108235,74.74804608327038,0.5593561226188731,0.9861583773398221,0.42413832758067976,1714318.0,3159772.0,24062.0,2327261.0,0.3517206288763646,0.9861583773398221,0.5185106321843427,5e-05,1e-06,5,1
3,260.21975679081197,0.5567342505482098,0.6700537413578836,0.52050108671569,4587271.0,10266697.0,2258853.0,11144607.0,0.3088246184453878,0.6700537413578836,0.42278816145111275,69.13166605751469,0.6058107681872302,0.9667529538996077,0.49145849860935775,1680584.0,2790384.0,57796.0,2696649.0,0.3758881745519091,0.9667529538996077,0.5413077186203769,5e-05,1e-06,5,1
4,236.08121016805205,0.573920917360207,0.6727945622953951,0.5423067179841078,4606035.0,9799810.0,2240089.0,11611494.0,0.31973376084499033,0.6727945622953951,0.43346901174192376,69.8846031404891,0.6228406597657462,0.9595146055522958,0.516176957565227,1668001.0,2654753.0,70379.0,2832280.0,0.3858653534297811,0.9595146055522958,0.5503923853193148,5e-05,1e-06,5,0
5,212.77982527384825,0.5859441630710339,0.6818176241037994,0.5552892528171101,4667808.0,9521837.0,2178316.0,11889467.0,0.3289587583057927,0.6818176241037994,0.4437972293763066,62.74815156324854,0.6474362088367821,0.9343377167247667,0.5565412127100384,1624234.0,2433273.0,114146.0,3053760.0,0.4003034375541435,0.9343377167247667,0.5604781459679942,5e-05,1e-06,5,1
6,194.76339757837957,0.5981343737299799,0.6860717100654327,0.5700169872885836,4696932.0,9206497.0,2149192.0,12204807.0,0.3378254386022326,0.6860717100654327,0.4527260900511929,58.19340319003699,0.662138205802215,0.9255634556311049,0.5786808645036398,1608981.0,2311792.0,129399.0,3175241.0,0.4103734136100203,0.9255634556311049,0.568629616481477,5e-05,1e-06,5,1
7,172.74626361250313,0.6103527893621458,0.6913078115441672,0.584467952068683,4732779.0,8897083.0,2113345.0,12514221.0,0.347236017503332,0.6913078115441672,0.46227605351947393,53.77821002816254,0.6783504278578955,0.9194928611695947,0.6019526399786551,1598428.0,2184099.0,139952.0,3302934.0,0.42258204634097785,0.9194928611695947,0.5790454358314675,5e-05,1e-06,5,1
8,153.9163682585079,0.619919052788527,0.6965678681835152,0.595411096867337,4768790.0,8662776.0,2077334.0,12748528.0,0.35504348487734044,0.6965678681835152,0.47034844698779793,49.68437732840484,0.6856848182934318,0.9187110988391491,0.6118583576953155,1597069.0,2129746.0,141311.0,3357287.0,0.4285345529627846,0.9187110988391491,0.5844508750373958,5e-05,1e-06,5,1
9,138.74621868585524,0.6275960076762825,0.7003359857344097,0.6043378768523393,4794587.0,8471642.0,2051537.0,12939662.0,0.3614129531459166,0.7003359857344097,0.4767803150630858,48.046308049615824,0.6871991953954742,0.9303506713146723,0.6101649106174503,1617303.0,2139038.0,121077.0,3347995.0,0.43055276397962805,0.9303506713146723,0.5886752029811887,5e-05,1e-06,5,1
10,123.9721102872731,0.6349168438118289,0.705266658915322,0.6124229519136247,4828343.0,8298530.0,2017781.0,13112774.0,0.36782126253525876,0.705266658915322,0.4834870800811715,45.55168213034576,0.6890738287209326,0.9349796937378478,0.6111669093296869,1625350.0,2133540.0,113030.0,3353493.0,0.4324015866386087,0.9349796937378478,0.5913298782850396,5e-05,1e-06,5,1
