epoch,train_loss,train_acc,train_pos_acc,train_neg_acc,train_tp,train_fp,train_fn,train_tn,train_precision,train_recall,train_f1,val_loss,val_acc,val_pos_acc,val_neg_acc,val_tp,val_fp,val_fn,val_tn,val_precision,val_recall,val_f1,lr,weight_decay,pos_weight,saved_best_model
1,984.9286159858884,0.5837653731259618,0.31880681682072953,0.668484133427838,2182591.0,7098187.0,4663533.0,14313117.0,0.23517327965392557,0.31880681682072953,0.2706770339399347,123.17704661387317,0.4870106386998224,0.42753137979037953,0.505854621249772,743212.0,2711392.0,995168.0,2775641.0,0.2151366697890699,0.42753137979037953,0.2862369689565768,5e-05,1e-06,8,1
2,559.2035958529649,0.48692672949569227,0.6170279708635135,0.44532771100723245,4224250.0,11876257.0,2621874.0,9535047.0,0.262367514265234,0.6170279708635135,0.3681804095773362,189.75595013600474,0.35452879994541486,0.9996991451811457,0.1501284938508662,1737857.0,4663273.0,523.0,823760.0,0.2714922209047465,0.9996991451811457,0.4270175968823676,5e-05,1e-06,8,0
3,495.9611244744034,0.4663217402518021,0.7136627966423045,0.3872360599802796,4885824.0,13120075.0,1960300.0,8291229.0,0.2713457406375544,0.7136627966423045,0.3931932623754613,224.16032215334334,0.3576083470937924,0.999673834259483,0.154191709800178,1737813.0,4640978.0,567.0,846055.0,0.27243610897425546,0.999673834259483,0.4281819367856116,5e-05,1e-06,8,0
4,458.71575012930197,0.47338211389939666,0.7370094377490095,0.38908900644257816,5045658.0,13080401.0,1800466.0,8330903.0,0.27836486684722805,0.7370094377490095,0.4041022765210394,206.59499121611972,0.3657651126655321,0.9994483369573971,0.16500411060039186,1737421.0,4581650.0,959.0,905383.0,0.2749488018096331,0.9994483369573971,0.4312582229789545,5e-05,1e-06,8,0
5,421.034213423164,0.4890015821680586,0.7413906029163363,0.40830184840680417,5075652.0,12669029.0,1770472.0,8742275.0,0.28603794004524513,0.7413906029163363,0.41280893407108876,186.69061862297778,0.3785786362661899,0.9989490215027784,0.18203535499057505,1736553.0,4488199.0,1827.0,998834.0,0.2789754515521261,0.9989490215027784,0.4361482391601696,5e-05,1e-06,8,0
6,389.24389409792934,0.5038426710314895,0.745958881258943,0.4264276010466247,5106927.0,12280933.0,1739197.0,9130371.0,0.29370647106659475,0.745958881258943,0.42146821587403865,166.80181740814785,0.39550002193646233,0.9984192178925206,0.20448555713078453,1735632.0,4365014.0,2748.0,1122019.0,0.284499707080201,0.9984192178925206,0.44281827869942014,5e-05,1e-06,8,0
7,351.3654850602715,0.5187245279365128,0.7513997701473125,0.4443281455440547,5144176.0,11897659.0,1701948.0,9513645.0,0.30185575673042253,0.7513997701473125,0.43069196493513745,137.16112770224518,0.43890584524372517,0.997394700813401,0.2619676243973747,1733851.0,4049608.0,4529.0,1437425.0,0.29979481137499203,0.997394700813401,0.46101784417347946,5e-05,1e-06,8,0
8,320.500779789206,0.5368104273325938,0.7536673305946547,0.4674718550537604,5159700.0,11402122.0,1686424.0,10009182.0,0.3115418098322757,0.7536673305946547,0.44085029929580327,119.62498502911262,0.5360197403248783,0.9955613847375142,0.3904295818887913,1730664.0,3344733.0,7716.0,2142300.0,0.34099086238968107,0.9955613847375142,0.5079896216151483,5e-05,1e-06,8,1
9,290.1058234626083,0.5516960000747414,0.7574513695632741,0.4859070703960861,5185606.0,11007400.0,1660518.0,10403904.0,0.3202373913774873,0.7574513695632741,0.45015640781574656,109.89700461333652,0.5800179173148995,0.9881113450453871,0.45072737853043715,1717713.0,3013877.0,20667.0,2473156.0,0.36303082050642593,0.9881113450453871,0.5309802054723592,5e-05,1e-06,8,1
10,261.1784169165444,0.5655929478082719,0.7608553394592327,0.5031590789612814,5208910.0,10638012.0,1637214.0,10773292.0,0.3287016873055853,0.7608553394592327,0.45907543658969363,103.12426167614055,0.6016320451163137,0.9816840966877207,0.48122546374333813,1706540.0,2846533.0,31840.0,2640500.0,0.37481059495422103,0.9816840966877207,0.5424947146549454,5e-05,1e-06,8,1
11,233.43985605465858,0.5770542173902027,0.7667729944710321,0.5163928829369757,5249423.0,10354659.0,1596701.0,11056645.0,0.3364134461738922,0.7667729944710321,0.4676503191106576,97.05665624366617,0.6184359288527866,0.9743111402570209,0.5056889579486764,1693723.0,2712301.0,44657.0,2774732.0,0.38441075218836757,0.9743111402570209,0.5513058711634197,5e-05,1e-06,8,1
12,208.7478494146989,0.5894194616721663,0.7717936455722976,0.5311065127093614,5283795.0,10039621.0,1562329.0,11371683.0,0.3448183485979889,0.7717936455722976,0.47667159535109893,89.93463386679595,0.6309532756120654,0.9701354134308954,0.523494937974676,1686464.0,2614599.0,51916.0,2872434.0,0.39210399847665567,0.9701354134308954,0.5584832905948447,5e-05,1e-06,8,1
13,185.32691854323255,0.5993109493192375,0.7768356226092311,0.5425485995621752,5318313.0,9794631.0,1527811.0,11616673.0,0.3519044998777207,0.7768356226092311,0.4843842188566473,80.95028852066903,0.6435466041871932,0.9650134032835168,0.5417007697967189,1677560.0,2514703.0,60820.0,2972330.0,0.400156192490786,0.9650134032835168,0.5657261784261841,5e-05,1e-06,8,1
14,162.9671436689476,0.6103066775928793,0.779677376571035,0.5561515076335378,5337768.0,9503375.0,1508356.0,11907929.0,0.3596601690314553,0.779677376571035,0.49224902335550164,76.70074290149617,0.6483842515299817,0.963987735707958,0.5483960092822479,1675777.0,2477966.0,62603.0,3009067.0,0.4034378150020355,0.963987735707958,0.5688194221335842,5e-05,1e-06,8,1
15,144.43417448794108,0.6184762817054688,0.7858122347769336,0.5649717084022533,5379768.0,9314523.0,1466356.0,12096781.0,0.36611279850113215,0.7858122347769336,0.49950458243260404,66.21639919281006,0.6598146016013202,0.9594846926448762,0.5648743136773553,1667949.0,2387549.0,70431.0,3099484.0,0.4112809326992641,0.9594846926448762,0.5757625548898337,5e-05,1e-06,8,1
