epoch,train_loss,train_acc,train_pos_acc,train_neg_acc,train_tp,train_fp,train_fn,train_tn,train_precision,train_recall,train_f1,val_loss,val_acc,val_pos_acc,val_neg_acc,val_tp,val_fp,val_fn,val_tn,val_precision,val_recall,val_f1,lr,weight_decay,pos_weight,saved_best_model
1,1316.2844124744288,0.5806727349707836,0.3223765739562999,0.6632612380824634,2207030.0,7210016.0,4639094.0,14201288.0,0.23436542627061607,0.3223765739562999,0.2714144905329035,137.2422146707211,0.4498256362646675,0.4756462913747282,0.44164523887499857,826854.0,3063711.0,911526.0,2423322.0,0.21252800043181388,0.4756462913747282,0.2937864910742599,5e-05,1e-06,11,1
2,672.5039948377564,0.47616839013090645,0.6388927515773889,0.42413834299863284,4373939.0,12329949.0,2472185.0,9081355.0,0.26185155216557965,0.6388927515773889,0.37145959840699866,236.8018305076743,0.35337191105892496,0.9997745026979141,0.1485812095535055,1737988.0,4671763.0,392.0,815270.0,0.271147506353991,0.9997745026979141,0.4265979523402361,5e-05,1e-06,11,0
3,570.882369561218,0.44855154545558784,0.7543392436362532,0.35077793487029096,5164300.0,13900691.0,1681824.0,7510613.0,0.2708787011753638,0.7543392436362532,0.3986165782522288,296.129954428043,0.35547961064647793,0.9997906096480631,0.15135155921241952,1738016.0,4656562.0,364.0,830471.0,0.2717952615481428,0.9997906096480631,0.4274007070982046,5e-05,1e-06,11,0
4,528.3760526033375,0.45029791812616493,0.7868035986493963,0.3427024341908368,5386555.0,14073598.0,1459569.0,7337706.0,0.27679921118811346,0.7868035986493963,0.4095262130783462,286.75102089935876,0.35948644042907996,0.9997480412798122,0.15664130323254843,1737942.0,4627537.0,438.0,859496.0,0.2730261147668542,0.9997480412798122,0.42891713688503225,5e-05,1e-06,11,0
5,489.228810640308,0.4627543950567617,0.7933313799165777,0.35705457266871743,5431245.0,13766300.0,1414879.0,7645004.0,0.28291351836914563,0.7933313799165777,0.41708754630539957,264.905781080138,0.3670150066162308,0.9995403766725341,0.166620831330885,1737581.0,4572779.0,799.0,914254.0,0.2753537040675968,0.9995403766725341,0.4317647234225481,5e-05,1e-06,11,0
6,455.70821152818144,0.4765522891892355,0.7969805980727197,0.3740974393712779,5456228.0,13401390.0,1389896.0,8009914.0,0.28933813379823475,0.7969805980727197,0.42454736746112687,240.4939200923128,0.37816966310437894,0.999205582208723,0.1814155300323508,1736999.0,4491600.0,1381.0,995433.0,0.27887475177002086,0.999205582208723,0.43604959922700937,5e-05,1e-06,11,0
7,414.12292397304736,0.49336967256892594,0.8008882106137721,0.39504263729103095,5482980.0,12952926.0,1363144.0,8458378.0,0.29740767825568215,0.8008882106137721,0.433745233274385,205.77547785920916,0.39586138536302357,0.9987908282423866,0.20484367416780616,1736278.0,4363049.0,2102.0,1123984.0,0.2846671444242947,0.9987908282423866,0.44305764428295163,5e-05,1e-06,11,0
8,380.7863012015537,0.5086740732383712,0.8022590592866854,0.4148021998099695,5492365.0,12529848.0,1353759.0,8881456.0,0.30475530391301003,0.8022590592866854,0.4417155035336702,179.85507396482072,0.4218315271390023,0.9983985089566147,0.23916586614295923,1735596.0,4174722.0,2784.0,1312311.0,0.29365526524968705,0.9983985089566147,0.4538278279518945,5e-05,1e-06,11,0
9,347.0152958874454,0.522514646414387,0.804484698202954,0.43235657202382444,5507602.0,12153986.0,1338522.0,9257318.0,0.31184070197991254,0.804484698202954,0.4494586846785207,160.6482914258849,0.46254283319168055,0.9977806923687571,0.2929709006670818,1734522.0,3879492.0,3858.0,1607541.0,0.3089628917918623,0.9977806923687571,0.4718250953362946,5e-05,1e-06,11,0
10,314.17086819110887,0.5359595714089761,0.8067776744914349,0.4493672594625717,5523300.0,11789765.0,1322824.0,9621539.0,0.3190249675606255,0.8067776744914349,0.4572421698427046,145.18401739732275,0.5190428560969456,0.9967642287647119,0.3676930683668205,1732755.0,3469489.0,5625.0,2017544.0,0.3330783792532607,0.9967642287647119,0.49930813137262586,5e-05,1e-06,11,0
11,282.25164294129866,0.5476291402034184,0.810983265859631,0.4634233860768125,5552092.0,11488805.0,1294032.0,9922499.0,0.32580984439962285,0.810983265859631,0.46486265491205453,132.75758678508254,0.57149591310559,0.9931620244135344,0.4379053306222142,1726493.0,3084232.0,11887.0,2402801.0,0.35888415987195277,0.9931620244135344,0.5272454785806611,5e-05,1e-06,11,1
12,253.28534083795773,0.5603604829144393,0.8150429352433581,0.47892743944974114,5579885.0,11156843.0,1266239.0,10254461.0,0.33339162828003177,0.8150429352433581,0.47321545333024184,119.65553182925818,0.5948828115430911,0.9873261312256238,0.47055047782654125,1716348.0,2905107.0,22032.0,2581926.0,0.3713869333359299,0.9873261312256238,0.5397460783180695,5e-05,1e-06,11,1
13,225.50958608112063,0.5713262367686118,0.8188805811872528,0.49217235904921997,5606158.0,10873252.0,1239966.0,10538052.0,0.3401916694833128,0.8188805811872528,0.480688502136757,107.45488537482495,0.61361059914499,0.9813320447773214,0.49711055136719606,1705928.0,2759371.0,32452.0,2727662.0,0.38204115782616127,0.9813320447773214,0.5499730079522167,5e-05,1e-06,11,1
14,198.98579761089306,0.5831067144539835,0.8214202664164424,0.5069075195046504,5623545.0,10557753.0,1222579.0,10853551.0,0.34753361565926294,0.8214202664164424,0.4884215870973312,100.5077083515671,0.6226232327480796,0.9787578089945812,0.509794090904866,1701453.0,2689776.0,36927.0,2797257.0,0.38746624236631705,0.9787578089945812,0.5551587385100746,5e-05,1e-06,11,1
15,176.98190551685497,0.5925648647145098,0.8265089852301828,0.5177627668076639,5658383.0,10325328.0,1187741.0,11085976.0,0.3540093411348591,0.8265089852301828,0.49570073546304644,87.43731732638378,0.6360464100806418,0.973177326016176,0.5292379324126536,1691752.0,2583087.0,46628.0,2903946.0,0.39574636612045505,0.973177326016176,0.5626776606672733,5e-05,1e-06,11,1
16,155.61386218681156,0.6034857100228654,0.8282699816713808,0.5316124137044619,5670439.0,10028789.0,1175685.0,11382515.0,0.361192219133323,0.8282699816713808,0.5030251024690144,78.33205528979032,0.6438765507245053,0.9713261772454814,0.5401352607137592,1688534.0,2523293.0,49846.0,2963740.0,0.400902981057864,0.9713261772454814,0.5675547086008941,5e-05,1e-06,11,1
17,136.98146573288182,0.6115040618700329,0.8316388952347343,0.5411173929434657,5693503.0,9825275.0,1152621.0,11586029.0,0.3668783070419591,0.8316388952347343,0.5091462506743826,70.48722186178532,0.6494381705239548,0.9697315891807314,0.54796408186355,1685762.0,2480336.0,52618.0,3006697.0,0.40463810500857156,0.9697315891807314,0.5710113578202848,5e-05,1e-06,11,1
18,118.34121130993016,0.6191011793430032,0.8351922927484223,0.5500074633473981,5717830.0,9634927.0,1128294.0,11776377.0,0.37243017654744354,0.8351922927484223,0.5151457859520036,63.83660415433488,0.6528944435425352,0.9694508680495634,0.5526042945249281,1685274.0,2454875.0,53106.0,3032158.0,0.4070563643965471,0.9694508680495634,0.573365887962788,5e-05,1e-06,11,1
19,102.40736081814879,0.6262598988131546,0.8388172636078458,0.5582960757551245,5742647.0,9457457.0,1103477.0,11953847.0,0.3778031387153667,0.8388172636078458,0.5209641304625898,52.75209660799998,0.6627323586900846,0.9662047423463225,0.5665874435236675,1679631.0,2378149.0,58749.0,3108884.0,0.41392855206541507,0.9662047423463225,0.5795668166510242,5e-05,1e-06,11,1
20,88.58157796091378,0.632796056314821,0.8402431799365597,0.5664661993496519,5752409.0,9282524.0,1093715.0,12128780.0,0.3826029021878581,0.8402431799365597,0.5257889506891738,48.589432068590845,0.6624987388264173,0.9681651882787423,0.5656587084495391,1683039.0,2383245.0,55341.0,3103788.0,0.4139009965855803,0.9681651882787423,0.5798919627389286,5e-05,1e-06,11,1
21,75.55521783783537,0.638226168354742,0.8442463209839611,0.5723525760037782,5779815.0,9156489.0,1066309.0,12254815.0,0.3869642047992596,0.8442463209839611,0.5306860190241418,42.48891729678748,0.6651485527540086,0.9689975724525133,0.5688843132527178,1684486.0,2365546.0,53894.0,3121487.0,0.4159191828607774,0.9689975724525133,0.5820200773545491,5e-05,1e-06,11,1
22,64.3310809112838,0.6428441045660631,0.8469221416381006,0.5775914909246069,5798134.0,9044317.0,1047990.0,12366987.0,0.3906453186202198,0.8469221416381006,0.5346717338506564,36.11637979183557,0.6680743370655767,0.9692236450028188,0.572665409520956,1684879.0,2344799.0,53501.0,3142234.0,0.41811752700836147,0.9692236450028188,0.584210144904923,5e-05,1e-06,11,1
23,54.674890750957324,0.6472553694554225,0.8487612844873975,0.5828251749636547,5810725.0,8932257.0,1035399.0,12479047.0,0.3941349857172721,0.8487612844873975,0.5383015859943435,29.399566182550394,0.6735898695341014,0.967099253327811,0.5806013924100694,1681186.0,2301254.0,57194.0,3185779.0,0.4221497373469531,0.967099253327811,0.5877430158613625,5e-05,1e-06,11,1
