epoch,train_loss,train_acc,train_pos_acc,train_neg_acc,train_tp,train_fp,train_fn,train_tn,train_precision,train_recall,train_f1,val_loss,val_acc,val_pos_acc,val_neg_acc,val_tp,val_fp,val_fn,val_tn,val_precision,val_recall,val_f1,lr,weight_decay,pos_weight,saved_best_model
1,623.8557013199793,0.5115319412651428,0.635040206692137,0.4720409835851193,4347564.0,11304291.0,2498560.0,10107013.0,0.27776669282969974,0.635040206692137,0.38648484826125934,232.13569324421434,0.35329053162774227,0.9998026898606749,0.14846511766923945,1738037.0,4672400.0,343.0,814633.0,0.27112613383455764,0.9998026898606749,0.4265740659042902,5e-05,1e-06,14,1
2,444.5786524768124,0.4525029312646572,0.8189645703174526,0.33532922609477683,5606733.0,14231468.0,1239391.0,7179836.0,0.2826230563950834,0.8189645703174526,0.42022670612803587,262.1400165917738,0.3562740289032613,0.9998072918464317,0.1523923767179822,1738045.0,4650851.0,335.0,836182.0,0.2720415232929132,0.9998072918464317,0.4277066510353531,5e-05,1e-06,14,0
3,407.92811371138873,0.4638474173941096,0.8371504810605241,0.34448621158244264,5731236.0,14035405.0,1114888.0,7375899.0,0.28994486215437415,0.8371504810605241,0.43071330618971765,241.5036588704811,0.3632030445872091,0.9996249381608164,0.16157438819850364,1737728.0,4600469.0,652.0,886564.0,0.2741675590077115,0.9996249381608164,0.43031299026803066,5e-05,1e-06,14,0
4,377.7379809917432,0.4818095971084134,0.8371726834045075,0.3681845813781356,5731388.0,13527992.0,1114736.0,7883312.0,0.2975894343431616,0.8371726834045075,0.43909422319523117,222.45108802363558,0.37508222713359085,0.9993833339085816,0.17729363027341005,1737308.0,4514217.0,1072.0,972816.0,0.27790147204082205,0.9993833339085816,0.4348757588481966,5e-05,1e-06,14,1
5,345.53875696263606,0.4969035752298475,0.8419321648278646,0.38658294702648655,5763972.0,13134059.0,1082152.0,8277245.0,0.30500383875970993,0.8419321648278646,0.4477887893387839,191.81954200312776,0.4037204516890592,0.9990750008628724,0.21510258822937642,1736772.0,4306758.0,1608.0,1180275.0,0.28737707928975287,0.9990750008628724,0.44636136886702626,5e-05,1e-06,14,1
6,319.6114603196275,0.5138263822170935,0.8434785872999087,0.4084222520963693,5774559.0,12666451.0,1071565.0,8744853.0,0.31313680758266493,0.8434785872999087,0.4567191363006974,162.60560535934735,0.4808486379948108,0.9984531575374774,0.3168632300917454,1735691.0,3748394.0,2689.0,1738639.0,0.3164960061705827,0.9984531575374774,0.4806367355189676,5e-05,1e-06,14,1
7,287.31910119802467,0.5299556279502862,0.8456694620196771,0.42900820052809485,5789558.0,12225679.0,1056566.0,9185625.0,0.32137007134571693,0.8456694620196771,0.46574747054274296,143.9536419634549,0.5513996224160473,0.9973342997503423,0.4101203692414461,1733746.0,3236689.0,4634.0,2250344.0,0.3488117237223704,0.9973342997503423,0.5168561064808017,5e-05,1e-06,14,1
8,259.50585624730985,0.5412736785527685,0.8476250211068336,0.44331984637647476,5802946.0,11919248.0,1043178.0,9492056.0,0.3274394806873235,0.8476250211068336,0.4723926155628562,129.07283469865908,0.5717154161291541,0.994738204535257,0.43769501659640103,1729233.0,3085386.0,9147.0,2401647.0,0.35916299919059014,0.994738204535257,0.5277684309123196,5e-05,1e-06,14,1
9,236.1816124577093,0.5510238582223407,0.848805104903154,0.4558102579833531,5811025.0,11651812.0,1035099.0,9759492.0,0.3327652316745555,0.848805104903154,0.4780973567730847,121.98022360171912,0.5813224794208995,0.9942636247540814,0.45049610600118495,1728408.0,3015146.0,9972.0,2471887.0,0.3643698374678564,0.9942636247540814,0.5333000922255611,5e-05,1e-06,14,1
10,212.9659571173067,0.559372601073247,0.8515932518896824,0.46593696488546427,5830113.0,11434986.0,1016011.0,9976318.0,0.3376819907027466,0.8515932518896824,0.4836015991391228,111.06456972518058,0.5944681639651602,0.9928387349141155,0.4682579820460347,1725931.0,2917686.0,12449.0,2569347.0,0.37167815519669256,0.9928387349141155,0.5408749016961305,5e-05,1e-06,14,1
