epoch,train_loss,train_acc,train_pos_acc,train_neg_acc,train_tp,train_fp,train_fn,train_tn,train_precision,train_recall,train_f1,val_loss,val_acc,val_pos_acc,val_neg_acc,val_tp,val_fp,val_fn,val_tn,val_precision,val_recall,val_f1,lr,weight_decay,pos_weight,saved_best_model
1,128.0235176538404,0.6131669520665505,0.262041850249864,0.7254369000598936,1793971.0,5878754.0,5052153.0,15532550.0,0.23381145551287189,0.262041850249864,0.24712303296218588,62.443157933792975,0.704969390677045,0.001075138922445035,0.9279743715774992,1869.0,395207.0,1736511.0,5091826.0,0.004706907493779528,0.001075138922445035,0.0017504458064226095,5e-05,1e-06,1,1
2,110.5389664365217,0.6371611386570639,0.28296390775276636,0.7504133797736,1937206.0,5343975.0,4908918.0,16067329.0,0.26605656417550944,0.28296390775276636,0.27424990116657066,51.05478335326573,0.7562441067382584,0.010833649719854116,0.9924020868837494,18833.0,41690.0,1719547.0,5445343.0,0.31117095980040643,0.010833649719854116,0.02093831629609823,5e-05,1e-06,1,1
3,98.51893697982716,0.6622403850768017,0.3006115577222966,0.7778688304084609,2058024.0,4756118.0,4788100.0,16655186.0,0.30202247032715196,0.3006115577222966,0.30131536238020545,43.18627963875824,0.7510587976078322,0.04167558301407057,0.9758027699122641,72448.0,132771.0,1665932.0,5354262.0,0.35302774109609736,0.04167558301407057,0.07455035735251973,5e-05,1e-06,1,1
4,87.98125427029144,0.6784373298235069,0.3145224947722244,0.7947967111204437,2153260.0,4393670.0,4692864.0,17017634.0,0.32889613910642085,0.3145224947722244,0.3215487669951902,38.5809355591828,0.7496241391322545,0.0589428088220067,0.9684430547437932,102465.0,173154.0,1635915.0,5313879.0,0.3717631948450579,0.0589428088220067,0.10175278140654488,5e-05,1e-06,1,1
5,78.29554063335979,0.6888875378183746,0.32258209170619756,0.8060113013200877,2208437.0,4153551.0,4637687.0,17257753.0,0.34713001659229786,0.32258209170619756,0.3344061588817539,32.881834318053045,0.7488805138197636,0.08024022365650778,0.9607164746412132,139488.0,215550.0,1598892.0,5271483.0,0.39288188869923785,0.08024022365650778,0.13326339985612048,5e-05,1e-06,1,1
6,69.23430835579244,0.6950644623424326,0.3345969193663451,0.8103215946118929,2290692.0,4061262.0,4555432.0,17350042.0,0.36062792646168407,0.3345969193663451,0.3471250889712881,27.83763033938858,0.7493388959219356,0.07993074011435934,0.9614181288867772,138950.0,211700.0,1599430.0,5275333.0,0.3962640809924426,0.07993074011435934,0.13302824755987228,5e-05,1e-06,1,1
7,60.94234330055273,0.7004515414495615,0.3407668339048489,0.8154583672250882,2332932.0,3951277.0,4513192.0,17460027.0,0.37123717559361885,0.3407668339048489,0.35535001282907297,23.05472741037045,0.7505616633955734,0.07235874779967556,0.9654272172228597,125787.0,189702.0,1612593.0,5297331.0,0.398704867681599,0.07235874779967556,0.12248785097783745,5e-05,1e-06,1,1
8,53.22168646717523,0.7040099686355036,0.3507093941038754,0.8169755097587704,2401000.0,3918793.0,4445124.0,17492511.0,0.3799175067917573,0.3507093941038754,0.36472962726409414,20.04465817955305,0.7553959891289259,0.04343124058031041,0.9809578327668159,75500.0,104485.0,1662880.0,5382548.0,0.4194794010611995,0.04343124058031041,0.07871286225509745,5e-05,1e-06,1,1
9,46.160657453310996,0.7080030425982152,0.3551834585526058,0.8208147901687819,2431630.0,3836589.0,4414494.0,17574715.0,0.38792996862426155,0.3551834585526058,0.3708351992928658,17.65773191092149,0.7590447770944028,0.025531241730806842,0.991433621777015,44383.0,47004.0,1693997.0,5440029.0,0.48565988597940624,0.025531241730806842,0.04851218761733052,5e-05,1e-06,1,1
10,40.15293648796624,0.7106549824704499,0.35961326438142227,0.8228982690638552,2461957.0,3791979.0,4384167.0,17619325.0,0.39366520540024713,0.35961326438142227,0.37586957616988015,14.182094313063711,0.7604185393969867,0.023813550547061055,0.9937868060935664,41397.0,34092.0,1696983.0,5452941.0,0.5483845328458451,0.023813550547061055,0.045644972156203126,5e-05,1e-06,1,1
11,34.04528501474462,0.7135421525271161,0.3628070423498026,0.8256874032520392,2483822.0,3732260.0,4362302.0,17679044.0,0.3995799926706244,0.3628070423498026,0.3803066648925917,9.527823059064037,0.7624376627329122,0.0433121641988518,0.9902681467379547,75293.0,53399.0,1663087.0,5433634.0,0.5850635626146148,0.0433121641988518,0.08065355808453022,5e-05,1e-06,1,1
12,29.2915630928148,0.7152554719417492,0.3710791683001944,0.8253035873013619,2540454.0,3740478.0,4305670.0,17670826.0,0.40447086515185965,0.3710791683001944,0.38705616857275543,8.806715398464563,0.7623380144498314,0.033702642690320875,0.9931813787159655,58588.0,37414.0,1679792.0,5449619.0,0.6102789525218225,0.033702642690320875,0.06387764380592482,5e-05,1e-06,1,1
13,24.893940823903016,0.7178459058623453,0.3741290692368412,0.8277471096575902,2561334.0,3688159.0,4284790.0,17723145.0,0.4098466867632302,0.3741290692368412,0.39117423791486877,7.061422343523997,0.7631733992229925,0.041083077347875606,0.9919431867823649,71418.0,44208.0,1666962.0,5442825.0,0.6176638472315915,0.041083077347875606,0.07704182187112663,5e-05,1e-06,1,1
14,21.06489782536764,0.7198926597282669,0.3789966410190642,0.8288919254987926,2594658.0,3663647.0,4251466.0,17747657.0,0.4145943670051236,0.3789966410190642,0.3959971090690026,6.423013208047399,0.7636130972720867,0.04372346667587064,0.9916856705618501,76008.0,45621.0,1662372.0,5441412.0,0.6249167550501936,0.04372346667587064,0.08172863679691872,5e-05,1e-06,1,1
15,17.56368852791628,0.7236353216577248,0.381708686550229,0.8329641202609612,2613225.0,3576456.0,4232899.0,17834848.0,0.4221905781574204,0.381708686550229,0.4009303606489971,5.0821791639867815,0.7650545373669297,0.0674777666563122,0.9860580390167145,117302.0,76500.0,1621078.0,5410533.0,0.6052672315043188,0.0674777666563122,0.12141920378101026,5e-05,1e-06,1,1
16,14.569596926747906,0.7264678158252761,0.38701051865259817,0.8350070598222322,2649522.0,3532714.0,4196602.0,17878590.0,0.4285701807566065,0.38701051865259817,0.4067314688878723,4.172268569469452,0.7665968713483922,0.08099034733487499,0.9838080069866538,140792.0,88846.0,1597588.0,5398187.0,0.613104102979472,0.08099034733487499,0.14307999215454328,5e-05,1e-06,1,1
